"ID","ACC"
"OsAffx.11592.1.S1_at","OsAffx.11592.1.S1_at"
"OsAffx.11592.1.S1_x_at","OsAffx.11592.1.S1_x_at"
"OsAffx.11592.2.S1_at","OsAffx.11592.2.S1_at"
"OsAffx.11593.1.S1_at","OsAffx.11593.1.S1_at"
"OsAffx.11593.2.S1_s_at","OsAffx.11593.2.S1_s_at"
"OsAffx.11594.1.S1_at","OsAffx.11594.1.S1_at"
"OsAffx.11598.1.S1_at","Os01g0746000"
"OsAffx.11598.1.S1_x_at","Os01g0746000"
"OsAffx.11599.1.S1_at","OsAffx.11599.1.S1_at"
"OsAffx.1160.1.S1_at","OsAffx.1160.1.S1_at"
"OsAffx.11600.1.S1_at","OsAffx.11600.1.S1_at"
"OsAffx.11601.1.S1_at","OsAffx.11601.1.S1_at"
"OsAffx.11602.1.S1_at","OsAffx.11602.1.S1_at"
"OsAffx.11605.1.S1_at","Os01g0748500"
"OsAffx.11608.1.S1_at","OsAffx.11608.1.S1_at"
"OsAffx.11610.1.S1_at","OsAffx.11610.1.S1_at"
"OsAffx.11610.2.S1_at","OsAffx.11610.2.S1_at"
"OsAffx.11611.1.S1_at","OsAffx.11611.1.S1_at"
"OsAffx.11612.1.S1_at","OsAffx.11612.1.S1_at"
"OsAffx.11613.1.S1_at","OsAffx.11613.1.S1_at"
"OsAffx.11613.1.S1_x_at","Os01g0761300"
"OsAffx.11615.1.S1_at","Os01g0761800"
"OsAffx.11616.1.S1_at","OsAffx.11616.1.S1_at"
"OsAffx.11618.1.S1_at","OsAffx.11618.1.S1_at"
"OsAffx.11619.1.S1_at","Os01g0766300"
"OsAffx.11622.1.S1_at","OsAffx.11622.1.S1_at"
"OsAffx.11623.1.S1_at","OsAffx.11623.1.S1_at"
"OsAffx.11623.1.S1_s_at","Os01g0772100"
"OsAffx.11626.1.S1_at","OsAffx.11626.1.S1_at"
"OsAffx.11628.1.S1_x_at","OsAffx.11628.1.S1_x_at"
"OsAffx.11628.2.S1_x_at","OsAffx.11628.2.S1_x_at"
"OsAffx.11629.1.S1_at","Os01g0776700"
"OsAffx.1163.1.S1_at","OsAffx.1163.1.S1_at"
"OsAffx.11630.1.S1_at","OsAffx.11630.1.S1_at"
"OsAffx.11631.1.S1_at","OsAffx.11631.1.S1_at"
"OsAffx.11631.1.S1_x_at","Os01g0778800"
"OsAffx.11634.1.S1_at","OsAffx.11634.1.S1_at"
"OsAffx.11634.1.S1_x_at","OsAffx.11634.1.S1_x_at"
"OsAffx.11634.2.S1_x_at","OsAffx.11634.2.S1_x_at"
"OsAffx.11635.1.S1_at","Os01g0782901"
"OsAffx.11635.1.S1_x_at","Os01g0782901"
"OsAffx.11636.1.S1_at","OsAffx.11636.1.S1_at"
"OsAffx.11639.1.S1_at","Os01g0788950"
"OsAffx.11640.1.S1_at","Os01g0789000"
"OsAffx.11641.1.S1_at","OsAffx.11641.1.S1_at"
"OsAffx.11641.1.S1_s_at","OsAffx.11641.1.S1_s_at"
"OsAffx.11647.1.S1_at","OsAffx.11647.1.S1_at"
"OsAffx.1165.1.S1_at","OsAffx.1165.1.S1_at"
"OsAffx.1165.1.S1_x_at","OsAffx.1165.1.S1_x_at"
"OsAffx.11650.1.S1_at","Os01g0800266"
"OsAffx.11653.1.S1_at","OsAffx.11653.1.S1_at"
"OsAffx.11656.1.S1_at","Os01g0806400"
"OsAffx.11657.1.S1_at","Os01g0807532"
"OsAffx.11658.1.S1_at","OsAffx.11658.1.S1_at"
"OsAffx.1166.1.S1_at","OsAffx.1166.1.S1_at"
"OsAffx.11661.1.S1_x_at","OsAffx.11661.1.S1_x_at"
"OsAffx.11662.1.S1_at","OsAffx.11662.1.S1_at"
"OsAffx.11663.1.S1_at","Os01g0810000"
"OsAffx.11663.1.S1_x_at","Os01g0810000"
"OsAffx.11667.1.S1_at","OsAffx.11667.1.S1_at"
"OsAffx.11669.1.S1_at","Os01g0812600"
"OsAffx.11671.1.S1_at","OsAffx.11671.1.S1_at"
"OsAffx.11673.1.S1_at","Os01g0817100"
"OsAffx.11673.2.S1_at","OsAffx.11673.2.S1_at"
"OsAffx.11674.1.S1_at","OsAffx.11674.1.S1_at"
"OsAffx.11674.1.S1_x_at","OsAffx.11674.1.S1_x_at"
"OsAffx.11679.1.S1_at","OsAffx.11679.1.S1_at"
"OsAffx.11679.2.A1_at","OsAffx.11679.2.A1_at"
"OsAffx.11681.1.S1_at","Os01g0824500"
"OsAffx.11683.1.S1_at","Os01g0828200"
"OsAffx.11684.1.S1_at","OsAffx.11684.1.S1_at"
"OsAffx.11685.1.S1_at","Os01g0830300"
"OsAffx.11687.1.S1_at","OsAffx.11687.1.S1_at"
"OsAffx.11687.1.S1_x_at","OsAffx.11687.1.S1_x_at"
"OsAffx.11687.2.S1_at","OsAffx.11687.2.S1_at"
"OsAffx.11688.1.S1_at","OsAffx.11688.1.S1_at"
"OsAffx.11689.1.S1_s_at","Os01g0837100"
"OsAffx.11691.1.S1_at","OsAffx.11691.1.S1_at"
"OsAffx.11692.1.A1_at","OsAffx.11692.1.A1_at"
"OsAffx.11692.1.S1_at","OsAffx.11692.1.S1_at"
"OsAffx.11696.1.S1_at","Os01g0839400"
"OsAffx.11698.1.S1_at","OsAffx.11698.1.S1_at"
"OsAffx.11701.1.S1_at","OsAffx.11701.1.S1_at"
"OsAffx.11701.1.S1_s_at","Os01g0844300"
"OsAffx.11702.1.S1_at","Os01g0844700"
"OsAffx.11704.1.S1_at","OsAffx.11704.1.S1_at"
"OsAffx.11711.1.S1_at","OsAffx.11711.1.S1_at"
"OsAffx.11713.1.S1_at","OsAffx.11713.1.S1_at"
"OsAffx.11713.2.S1_at","OsAffx.11713.2.S1_at"
"OsAffx.11713.3.S1_at","OsAffx.11713.3.S1_at"
"OsAffx.11713.4.S1_at","OsAffx.11713.4.S1_at"
"OsAffx.11713.4.S1_x_at","OsAffx.11713.4.S1_x_at"
"OsAffx.11714.1.S1_at","OsAffx.11714.1.S1_at"
"OsAffx.11715.1.S1_at","OsAffx.11715.1.S1_at"
"OsAffx.11717.1.S1_s_at","OsAffx.11717.1.S1_s_at"
"OsAffx.1172.1.S1_at","OsAffx.1172.1.S1_at"
"OsAffx.11725.1.S1_at","OsAffx.11725.1.S1_at"
"OsAffx.11728.1.S1_at","OsAffx.11728.1.S1_at"
"OsAffx.11729.1.S1_at","OsAffx.11729.1.S1_at"
"OsAffx.11730.1.S1_at","OsAffx.11730.1.S1_at"
"OsAffx.11732.1.S1_at","OsAffx.11732.1.S1_at"
"OsAffx.11732.2.S1_s_at","Os01g0867200"
"OsAffx.11734.1.S1_at","Os01g0868600"
"OsAffx.11734.2.S1_at","OsAffx.11734.2.S1_at"
"OsAffx.11734.2.S1_x_at","OsAffx.11734.2.S1_x_at"
"OsAffx.11734.3.S1_at","OsAffx.11734.3.S1_at"
"OsAffx.11735.1.S1_at","OsAffx.11735.1.S1_at"
"OsAffx.11737.1.S1_at","OsAffx.11737.1.S1_at"
"OsAffx.11737.1.S1_x_at","Os01g0852650"
"OsAffx.11737.2.S1_at","Os01g0852650"
"OsAffx.11739.1.S1_x_at","OsAffx.11739.1.S1_x_at"
"OsAffx.11741.1.S1_x_at","Os01g0872400"
"OsAffx.11744.1.S1_x_at","Os01g0877400"
"OsAffx.11745.1.S1_at","Os01g0878200"
"OsAffx.11747.1.S1_at","Os11g0107266"
"OsAffx.11747.1.S1_x_at","Os11g0107266"
"OsAffx.11747.2.A1_at","OsAffx.11747.2.A1_at"
"OsAffx.11748.1.S1_at","OsAffx.11748.1.S1_at"
"OsAffx.11749.1.S1_at","Os01g0882200"
"OsAffx.11749.1.S1_x_at","Os01g0882200"
"OsAffx.11750.1.S1_at","Os01g0883000"
"OsAffx.11751.1.S1_at","Os01g0883000"
"OsAffx.11752.1.S1_at","OsAffx.11752.1.S1_at"
"OsAffx.11753.1.S1_at","Os01g0884700"
"OsAffx.11754.1.S1_at","OsAffx.11754.1.S1_at"
"OsAffx.11755.1.S1_at","OsAffx.11755.1.S1_at"
"OsAffx.11759.1.S1_at","Os01g0890500"
"OsAffx.11760.1.S1_at","Os01g0890600"
"OsAffx.11761.1.S1_x_at","Os01g0890900"
"OsAffx.11762.1.S1_at","Os01g0891100"
"OsAffx.11762.1.S1_x_at","Os01g0891100"
"OsAffx.11767.1.S1_at","OsAffx.11767.1.S1_at"
"OsAffx.11768.1.S1_at","OsAffx.11768.1.S1_at"
"OsAffx.11768.1.S1_s_at","OsAffx.11768.1.S1_s_at"
"OsAffx.11768.2.S1_at","OsAffx.11768.2.S1_at"
"OsAffx.11769.1.S1_s_at","OsAffx.11769.1.S1_s_at"
"OsAffx.11769.2.S1_at","OsAffx.11769.2.S1_at"
"OsAffx.11770.1.S1_at","OsAffx.11770.1.S1_at"
"OsAffx.11771.1.S1_at","Os01g0899100"
"OsAffx.11775.1.S1_at","OsAffx.11775.1.S1_at"
"OsAffx.11775.1.S1_x_at","OsAffx.11775.1.S1_x_at"
"OsAffx.11775.2.S1_at","OsAffx.11775.2.S1_at"
"OsAffx.11783.1.S1_at","OsAffx.11783.1.S1_at"
"OsAffx.11783.1.S1_x_at","Os01g0906425"
"OsAffx.11785.1.S1_at","Os01g0909000"
"OsAffx.11786.1.S1_at","OsAffx.11786.1.S1_at"
"OsAffx.11787.2.S1_at","Os01g0912400"
"OsAffx.11788.1.S1_at","OsAffx.11788.1.S1_at"
"OsAffx.11789.1.S1_at","OsAffx.11789.1.S1_at"
"OsAffx.11789.1.S1_s_at","Os01g0912850"
"OsAffx.11789.2.S1_at","OsAffx.11789.2.S1_at"
"OsAffx.11798.1.S1_at","Os01g0920800"
"OsAffx.11799.1.S1_at","Os01g0921100"
"OsAffx.11801.1.S1_at","Os01g0924800"
"OsAffx.11805.1.S1_at","OsAffx.11805.1.S1_at"
"OsAffx.11805.1.S1_x_at","OsAffx.11805.1.S1_x_at"
"OsAffx.11808.1.S1_at","OsAffx.11808.1.S1_at"
"OsAffx.1181.1.S1_x_at","OsAffx.1181.1.S1_x_at"
"OsAffx.11810.1.S1_x_at","OsAffx.11810.1.S1_x_at"
"OsAffx.11811.1.S1_at","OsAffx.11811.1.S1_at"
"OsAffx.11813.1.S1_at","Os01g0937900"
"OsAffx.11817.1.S1_at","Os01g0945100"
"OsAffx.11817.1.S1_x_at","Os01g0945100"
"OsAffx.11817.2.S1_x_at","Os01g0945700"
"OsAffx.11817.3.S1_at","OsAffx.11817.3.S1_at"
"OsAffx.11817.3.S1_x_at","OsAffx.11817.3.S1_x_at"
"OsAffx.1182.1.S1_at","OsAffx.1182.1.S1_at"
"OsAffx.11820.1.S1_at","OsAffx.11820.1.S1_at"
"OsAffx.11821.1.S1_at","OsAffx.11821.1.S1_at"
"OsAffx.11826.1.S1_at","OsAffx.11826.1.S1_at"
"OsAffx.11827.1.S1_x_at","Os01g0952100"
"OsAffx.11828.1.S1_at","Os01g0955500"
"OsAffx.1183.1.S1_at","OsAffx.1183.1.S1_at"
"OsAffx.11831.1.A1_at","OsAffx.11831.1.A1_at"
"OsAffx.11831.1.S1_at","OsAffx.11831.1.S1_at"
"OsAffx.11832.1.S1_at","Os01g0956800"
"OsAffx.11833.1.S1_at","OsAffx.11833.1.S1_at"
"OsAffx.11834.1.S1_at","OsAffx.11834.1.S1_at"
"OsAffx.11834.1.S1_s_at","OsAffx.11834.1.S1_s_at"
"OsAffx.11835.1.S1_x_at","Os01g0960500"
"OsAffx.11838.1.S1_at","OsAffx.11838.1.S1_at"
"OsAffx.11838.1.S1_x_at","Os01g0963600"
"OsAffx.11840.1.S1_x_at","Os01g0965700"
"OsAffx.11840.2.S1_at","OsAffx.11840.2.S1_at"
"OsAffx.11843.1.S1_at","Os01g0968600"
"OsAffx.11845.1.S1_at","Os01g0973200"
"OsAffx.11845.2.S1_at","OsAffx.11845.2.S1_at"
"OsAffx.11845.3.S1_at","OsAffx.11845.3.S1_at"
"OsAffx.11845.3.S1_s_at","Os01g0973200"
"OsAffx.11847.1.S1_at","Os01g0974800"
"OsAffx.11849.1.S1_at","OsAffx.11849.1.S1_at"
"OsAffx.11849.1.S1_s_at","Os01g0978500"
"OsAffx.1185.1.S1_at","OsAffx.1185.1.S1_at"
"OsAffx.11850.1.S1_at","OsAffx.11850.1.S1_at"
"OsAffx.11850.2.S1_x_at","Os01g0706200"
"OsAffx.11852.1.S1_at","OsAffx.11852.1.S1_at"
"OsAffx.11852.1.S1_x_at","OsAffx.11852.1.S1_x_at"
"OsAffx.11852.2.S1_at","OsAffx.11852.2.S1_at"
"OsAffx.11853.1.S1_at","OsAffx.11853.1.S1_at"
"OsAffx.11853.1.S1_x_at","Os01g0168200"
"OsAffx.11854.1.S1_x_at","Os02g0100300"
"OsAffx.11855.1.S1_at","OsAffx.11855.1.S1_at"
"OsAffx.11856.1.S1_at","OsAffx.11856.1.S1_at"
"OsAffx.11856.1.S1_x_at","Os02g0101700"
"OsAffx.11858.1.A1_at","OsAffx.11858.1.A1_at"
"OsAffx.11858.1.S1_at","Os02g0103200"
"OsAffx.11859.1.S1_at","OsAffx.11859.1.S1_at"
"OsAffx.1186.1.S1_at","OsAffx.1186.1.S1_at"
"OsAffx.11860.1.S1_at","OsAffx.11860.1.S1_at"
"OsAffx.11861.1.S1_at","OsAffx.11861.1.S1_at"
"OsAffx.11861.1.S1_x_at","OsAffx.11861.1.S1_x_at"
"OsAffx.11862.1.S1_at","Os02g0109400"
"OsAffx.11863.1.S1_at","OsAffx.11863.1.S1_at"
"OsAffx.11864.1.S1_at","OsAffx.11864.1.S1_at"
"OsAffx.11866.1.S1_at","Os02g0117200"
"OsAffx.11867.1.S1_x_at","Os02g0119600"
"OsAffx.11868.1.S1_at","OsAffx.11868.1.S1_at"
"OsAffx.11869.1.S1_at","Os02g0121400"
"OsAffx.1187.1.S1_at","OsAffx.1187.1.S1_at"
"OsAffx.11871.1.S1_s_at","Os02g0122600"
"OsAffx.11873.1.S1_at","Os02g0125500"
"OsAffx.11874.1.S1_s_at","OsAffx.11874.1.S1_s_at"
"OsAffx.11876.1.S1_at","OsAffx.11876.1.S1_at"
"OsAffx.11877.1.S1_at","OsAffx.11877.1.S1_at"
"OsAffx.11878.1.S1_at","Os02g0127600"
"OsAffx.11878.1.S1_s_at","OsAffx.11878.1.S1_s_at"
"OsAffx.11879.1.S1_at","Os02g0128000"
"OsAffx.11881.1.S1_at","OsAffx.11881.1.S1_at"
"OsAffx.11882.1.S1_at","Os02g0132100"
"OsAffx.11883.1.S1_at","Os02g0132200"
"OsAffx.11884.1.S1_at","OsAffx.11884.1.S1_at"
"OsAffx.11885.1.S1_at","OsAffx.11885.1.S1_at"
"OsAffx.11885.1.S1_x_at","OsAffx.11885.1.S1_x_at"
"OsAffx.11889.1.S1_at","OsAffx.11889.1.S1_at"
"OsAffx.11889.1.S1_x_at","OsAffx.11889.1.S1_x_at"
"OsAffx.11890.1.S1_at","OsAffx.11890.1.S1_at"
"OsAffx.11891.1.S1_at","Os02g0138900"
"OsAffx.11892.1.S1_s_at","OsAffx.11892.1.S1_s_at"
"OsAffx.11893.1.S1_at","Os02g0139400"
"OsAffx.11893.1.S1_s_at","Os02g0139400"
"OsAffx.11894.1.S1_at","OsAffx.11894.1.S1_at"
"OsAffx.11894.1.S1_x_at","OsAffx.11894.1.S1_x_at"
"OsAffx.11895.1.S1_at","Os02g0142500"
"OsAffx.11899.1.S1_at","OsAffx.11899.1.S1_at"
"OsAffx.11900.1.S1_at","OsAffx.11900.1.S1_at"
"OsAffx.11902.1.S1_at","OsAffx.11902.1.S1_at"
"OsAffx.11904.1.S1_at","OsAffx.11904.1.S1_at"
"OsAffx.11905.1.S1_at","Os02g0149900"
"OsAffx.11906.1.S1_at","Os02g0150800"
"OsAffx.11907.1.S1_at","OsAffx.11907.1.S1_at"
"OsAffx.11908.1.S1_at","OsAffx.11908.1.S1_at"
"OsAffx.11909.1.S1_at","OsAffx.11909.1.S1_at"
"OsAffx.11910.1.S1_at","Os02g0156000"
"OsAffx.11911.1.S1_at","Os02g0156600"
"OsAffx.11913.1.S1_at","Os02g0157000"
"OsAffx.11914.1.S1_at","Os02g0157100"
"OsAffx.11915.1.S1_at","Os02g0156633"
"OsAffx.11915.2.S1_at","Os02g0157200"
"OsAffx.11917.1.S1_at","Os02g0159250"
"OsAffx.11917.1.S1_x_at","Os02g0159250"
"OsAffx.11918.1.S1_s_at","OsAffx.11918.1.S1_s_at"
"OsAffx.11919.1.S1_s_at","Os02g0160250"
"OsAffx.11920.1.S1_at","OsAffx.11920.1.S1_at"
"OsAffx.11922.1.A1_at","OsAffx.11922.1.A1_at"
"OsAffx.11922.1.S1_at","OsAffx.11922.1.S1_at"
"OsAffx.11925.1.S1_at","Os02g0167000"
"OsAffx.11925.1.S1_s_at","Os02g0167000"
"OsAffx.11926.1.S1_s_at","Os02g0168600"
"OsAffx.11928.1.S1_at","OsAffx.11928.1.S1_at"
"OsAffx.11929.1.S1_at","OsAffx.11929.1.S1_at"
"OsAffx.11930.1.S1_at","Os02g0172300"
"OsAffx.11930.1.S1_x_at","Os02g0172300"
"OsAffx.11931.1.S1_at","OsAffx.11931.1.S1_at"
"OsAffx.11932.1.S1_x_at","Os02g0175301"
"OsAffx.11933.1.S1_at","OsAffx.11933.1.S1_at"
"OsAffx.11934.1.S1_at","OsAffx.11934.1.S1_at"
"OsAffx.11934.1.S1_x_at","OsAffx.11934.1.S1_x_at"
"OsAffx.11935.1.S1_at","OsAffx.11935.1.S1_at"
"OsAffx.11936.1.S1_at","Os02g0177300"
"OsAffx.11937.1.S1_at","Os02g0178200"
"OsAffx.11938.1.S1_at","OsAffx.11938.1.S1_at"
"OsAffx.11938.1.S1_x_at","OsAffx.11938.1.S1_x_at"
"OsAffx.11939.1.S1_at","Os02g0179000"
"OsAffx.1194.1.S1_at","OsAffx.1194.1.S1_at"
"OsAffx.11940.1.S1_at","Os02g0179400"
"OsAffx.11941.1.S1_at","Os02g0180400"
"OsAffx.11941.1.S1_x_at","Os02g0180400"
"OsAffx.11942.1.S1_at","OsAffx.11942.1.S1_at"
"OsAffx.11943.1.S1_s_at","Os02g0182850"
"OsAffx.11944.1.S1_at","Os02g0183000"
"OsAffx.11946.1.S1_at","Os02g0183900"
"OsAffx.11947.1.S1_at","Os02g0184600"
"OsAffx.11948.1.S1_at","Os02g0184700"
"OsAffx.11949.1.S1_at","Os06g0561501"
"OsAffx.11952.1.S1_at","OsAffx.11952.1.S1_at"
"OsAffx.11954.1.S1_s_at","Os02g0187100"
"OsAffx.11955.1.S1_at","OsAffx.11955.1.S1_at"
"OsAffx.11956.1.S1_at","Os02g0187700"
"OsAffx.11957.1.S1_at","OsAffx.11957.1.S1_at"
"OsAffx.11957.1.S1_x_at","OsAffx.11957.1.S1_x_at"
"OsAffx.11958.1.S1_s_at","Os02g0188600"
"OsAffx.1196.1.S1_at","OsAffx.1196.1.S1_at"
"OsAffx.1196.1.S1_x_at","OsAffx.1196.1.S1_x_at"
"OsAffx.11961.1.S1_at","Os02g0190000"
"OsAffx.11961.2.S1_at","Os02g0189800"
"OsAffx.11962.1.S1_at","Os02g0190600"
"OsAffx.11963.1.S1_at","Os02g0191600"
"OsAffx.11964.1.S1_at","Os02g0191700"
"OsAffx.11965.1.S1_at","Os02g0192300"
"OsAffx.11966.1.S1_x_at","Os02g0193800"
"OsAffx.11967.1.S1_x_at","Os02g0194400"
"OsAffx.11969.1.S1_at","OsAffx.11969.1.S1_at"
"OsAffx.1197.1.S1_x_at","OsAffx.1197.1.S1_x_at"
"OsAffx.11971.1.S1_at","OsAffx.11971.1.S1_at"
"OsAffx.11973.1.S1_at","Os02g0197300"
"OsAffx.11974.1.S1_at","OsAffx.11974.1.S1_at"
"OsAffx.11976.1.S1_at","Os02g0199200"
"OsAffx.11976.2.A1_at","OsAffx.11976.2.A1_at"
"OsAffx.11976.2.S1_s_at","Os02g0199200"
"OsAffx.11977.1.S1_at","OsAffx.11977.1.S1_at"
"OsAffx.11978.1.S1_at","OsAffx.11978.1.S1_at"
"OsAffx.1198.1.S1_at","OsAffx.1198.1.S1_at"
"OsAffx.11980.1.S1_at","Os02g0202250"
"OsAffx.11982.1.S1_at","Os02g0202900"
"OsAffx.11983.1.S1_at","OsAffx.11983.1.S1_at"
"OsAffx.11984.1.S1_at","OsAffx.11984.1.S1_at"
"OsAffx.11985.1.S1_at","OsAffx.11985.1.S1_at"
"OsAffx.11986.1.S1_at","OsAffx.11986.1.S1_at"
"OsAffx.11989.1.S1_at","OsAffx.11989.1.S1_at"
"OsAffx.11989.2.S1_s_at","Os02g0206700"
"OsAffx.1199.1.S1_at","Os08g0163700"
"OsAffx.11993.1.S1_at","Os02g0211000"
"OsAffx.11993.2.S1_at","Os02g0107900"
"OsAffx.11993.2.S1_s_at","Os02g0211000"
"OsAffx.11994.1.S1_at","OsAffx.11994.1.S1_at"
"OsAffx.11996.1.S1_at","OsAffx.11996.1.S1_at"
"OsAffx.11997.1.S1_at","Os02g0212300"
"OsAffx.11998.1.S1_s_at","Os02g0212400"
"OsAffx.11999.1.S1_at","OsAffx.11999.1.S1_at"
"OsAffx.12000.1.S1_at","OsAffx.12000.1.S1_at"
"OsAffx.12000.1.S1_x_at","OsAffx.12000.1.S1_x_at"
"OsAffx.12003.1.S1_at","Os02g0214633"
"OsAffx.12003.2.S1_at","OsAffx.12003.2.S1_at"
"OsAffx.12003.2.S1_s_at","Os02g0214633"
"OsAffx.12007.1.S1_at","OsAffx.12007.1.S1_at"
"OsAffx.12008.1.S1_x_at","Os02g0217800"
"OsAffx.12009.1.S1_at","OsAffx.12009.1.S1_at"
"OsAffx.12010.1.S1_at","Os02g0219800"
"OsAffx.12011.1.S1_at","Os02g0221100"
"OsAffx.12012.1.S1_at","OsAffx.12012.1.S1_at"
"OsAffx.12013.1.S1_at","OsAffx.12013.1.S1_at"
"OsAffx.12014.1.S1_at","OsAffx.12014.1.S1_at"
"OsAffx.12016.1.S1_at","OsAffx.12016.1.S1_at"
"OsAffx.12017.1.S1_at","Os02g0227000"
"OsAffx.12018.1.S1_at","Os02g0227900"
"OsAffx.12020.1.S1_at","Os02g0229600"
"OsAffx.12021.1.S1_at","OsAffx.12021.1.S1_at"
"OsAffx.12022.1.S1_s_at","Os02g0229800"
"OsAffx.12023.1.S1_at","OsAffx.12023.1.S1_at"
"OsAffx.12024.1.A1_at","OsAffx.12024.1.A1_at"
"OsAffx.12024.1.S1_at","OsAffx.12024.1.S1_at"
"OsAffx.12025.1.S1_at","OsAffx.12025.1.S1_at"
"OsAffx.12026.1.A1_at","OsAffx.12026.1.A1_at"
"OsAffx.12026.1.S1_at","OsAffx.12026.1.S1_at"
"OsAffx.12027.1.S1_at","OsAffx.12027.1.S1_at"
"OsAffx.12030.1.S1_at","OsAffx.12030.1.S1_at"
"OsAffx.12031.1.S1_at","OsAffx.12031.1.S1_at"
"OsAffx.12032.1.S1_at","OsAffx.12032.1.S1_at"
"OsAffx.12033.1.S1_at","OsAffx.12033.1.S1_at"
"OsAffx.12034.1.S1_at","OsAffx.12034.1.S1_at"
"OsAffx.12037.1.S1_at","OsAffx.12037.1.S1_at"
"OsAffx.12039.1.S1_at","OsAffx.12039.1.S1_at"
"OsAffx.12040.1.S1_at","Os02g0244000"
"OsAffx.12041.1.S1_at","Os02g0245600"
"OsAffx.12042.1.S1_s_at","Os02g0246200"
"OsAffx.12043.1.S1_at","Os02g0246500"
"OsAffx.12044.1.S1_at","Os02g0247500"
"OsAffx.12045.1.A1_at","OsAffx.12045.1.A1_at"
"OsAffx.12046.1.A1_at","OsAffx.12046.1.A1_at"
"OsAffx.12046.1.S1_at","OsAffx.12046.1.S1_at"
"OsAffx.12047.1.S1_at","OsAffx.12047.1.S1_at"
"OsAffx.12048.1.S1_at","Os02g0248440"
"OsAffx.12050.1.S1_at","Os02g0250600"
"OsAffx.12051.1.S1_at","OsAffx.12051.1.S1_at"
"OsAffx.12051.1.S1_s_at","OsAffx.12051.1.S1_s_at"
"OsAffx.12052.1.S1_at","Os02g0251800"
"OsAffx.12054.1.S1_at","OsAffx.12054.1.S1_at"
"OsAffx.12055.1.S1_at","OsAffx.12055.1.S1_at"
"OsAffx.12055.2.S1_at","Os02g0254100"
"OsAffx.12056.1.S1_at","OsAffx.12056.1.S1_at"
"OsAffx.12056.2.S1_at","OsAffx.12056.2.S1_at"
"OsAffx.12057.1.S1_at","Os02g0254550"
"OsAffx.12058.1.A1_at","OsAffx.12058.1.A1_at"
"OsAffx.12058.1.S1_at","OsAffx.12058.1.S1_at"
"OsAffx.1206.1.S1_at","OsAffx.1206.1.S1_at"
"OsAffx.1206.1.S1_x_at","OsAffx.1206.1.S1_x_at"
"OsAffx.12060.1.S1_at","Os02g0258000"
"OsAffx.12061.1.S1_s_at","Os02g0258200"
"OsAffx.12062.1.S1_at","OsAffx.12062.1.S1_at"
"OsAffx.12063.1.S1_at","OsAffx.12063.1.S1_at"
"OsAffx.12063.1.S1_x_at","OsAffx.12063.1.S1_x_at"
"OsAffx.12064.1.S1_at","Os02g0260500"
"OsAffx.12065.1.S1_at","OsAffx.12065.1.S1_at"
"OsAffx.12066.1.S1_at","Os02g0261400"
"OsAffx.12067.1.S1_at","Os02g0261800"
"OsAffx.12070.1.S1_at","Os02g0265800"
"OsAffx.12071.1.S1_s_at","Os02g0266000"
"OsAffx.12073.1.S1_at","OsAffx.12073.1.S1_at"
"OsAffx.12074.1.S1_at","OsAffx.12074.1.S1_at"
"OsAffx.12075.1.S1_at","OsAffx.12075.1.S1_at"
"OsAffx.12076.1.S1_at","OsAffx.12076.1.S1_at"
"OsAffx.12078.1.A1_at","OsAffx.12078.1.A1_at"
"OsAffx.12078.1.S1_at","OsAffx.12078.1.S1_at"
"OsAffx.12079.1.S1_at","OsAffx.12079.1.S1_at"
"OsAffx.1208.1.S1_at","OsAffx.1208.1.S1_at"
"OsAffx.12082.1.S1_at","OsAffx.12082.1.S1_at"
"OsAffx.12083.1.S1_at","Os02g0272100"
"OsAffx.12084.1.S1_at","OsAffx.12084.1.S1_at"
"OsAffx.12089.1.S1_at","Os02g0276200"
"OsAffx.12090.1.S1_at","OsAffx.12090.1.S1_at"
"OsAffx.12091.1.S1_at","OsAffx.12091.1.S1_at"
"OsAffx.12094.1.S1_at","OsAffx.12094.1.S1_at"
"OsAffx.12095.1.S1_at","OsAffx.12095.1.S1_at"
"OsAffx.12096.1.S1_at","OsAffx.12096.1.S1_at"
"OsAffx.12098.1.S1_at","OsAffx.12098.1.S1_at"
"OsAffx.12099.1.S1_s_at","Os02g0284800"
"OsAffx.121.1.S1_s_at","Os10g0452500"
"OsAffx.12100.1.S1_at","OsAffx.12100.1.S1_at"
"OsAffx.12101.1.S1_at","Os02g0286700"
"OsAffx.12102.1.S1_at","OsAffx.12102.1.S1_at"
"OsAffx.12103.1.S1_at","OsAffx.12103.1.S1_at"
"OsAffx.12104.1.S1_at","OsAffx.12104.1.S1_at"
"OsAffx.12105.1.S1_at","OsAffx.12105.1.S1_at"
"OsAffx.12107.1.S1_at","Os02g0290900"
"OsAffx.12108.1.S1_at","Os02g0291000"
"OsAffx.12109.1.S1_at","OsAffx.12109.1.S1_at"
"OsAffx.12109.1.S1_x_at","OsAffx.12109.1.S1_x_at"
"OsAffx.12110.1.S1_at","OsAffx.12110.1.S1_at"
"OsAffx.12114.1.A1_at","OsAffx.12114.1.A1_at"
"OsAffx.12114.1.S1_at","OsAffx.12114.1.S1_at"
"OsAffx.12116.1.S1_at","OsAffx.12116.1.S1_at"
"OsAffx.12117.1.S1_at","OsAffx.12117.1.S1_at"
"OsAffx.12120.1.S1_at","OsAffx.12120.1.S1_at"
"OsAffx.12121.1.S1_at","Os02g0296400"
